id,price
0,858.3774959856232
1,6588.615493273976
2,6265.546248894926
3,1132.7384740672312
4,2999.023100519388
5,543.3702933729855
6,1530.6597406884946
7,833.0491610106278
8,9325.461435041669
9,351.53813165443984
10,813.0408318315958
11,3750.4112017030957
12,5602.928039336896
13,10122.713210701246
14,703.9024249473687
15,8247.04725045177
16,6735.278773832651
17,5953.970663282212
18,9112.320634726162
19,2036.740898145064
20,497.4926440279047
21,833.0491610106278
22,3341.924397463198
23,2428.063486543275
24,956.0496273530616
25,3134.9791671134963
26,621.9988982563659
27,1815.1599412744042
28,1087.5401844599596
29,716.0337684170095
30,4964.562091873026
31,6227.566600600584
32,2513.951575056942
33,8363.456105634685
34,782.2477503820362
35,14597.64967756901
36,374.455820933077
37,10166.814472523016
38,893.4083859660848
39,1074.5984246273965
40,1668.462243221852
41,4299.170864183494
42,13800.928248953143
43,1715.0930283605653
44,8323.66025118149
45,1295.246818551822
46,6304.475280544044
47,2519.4491125860704
48,1014.7161496876981
49,15337.580694171083
50,3062.7188892279223
51,12802.814186732312
52,1375.455488732044
53,2999.7198429702057
54,8922.737474872161
55,10311.228738740932
56,1527.9603729073467
57,765.0522198138386
58,2815.046030300951
59,10138.612501696534
60,6412.685482888234
61,15861.747949054205
62,363.87949464606226
63,10098.03782212209
64,4819.783035466768
65,3046.1902791953585
66,932.4262483711495
67,899.2233918578174
68,8959.416604526892
69,2031.556951217557
70,7132.1508235146375
71,4074.406029918838
72,1595.0629907093155
73,2780.8877894294005
74,8994.46716269196
75,3407.0544216493486
76,12005.549577057553
77,8292.349029393625
78,15777.91825044663
79,7371.647644040313
80,5190.242204080111
81,13852.631450004217
82,5423.615949086446
83,8978.407606657152
84,1016.4854246278885
85,2275.019248977167
86,2011.331379479395
87,2864.5016761409706
88,9025.62905130309
89,8257.983629531049
90,808.3686817786756
91,2700.0665279363125
92,4613.155577993109
93,677.7514243000186
94,9750.8513969335
95,5164.003933110891
96,5938.754106043348
97,1551.4970442271376
98,522.056189709637
99,932.4262483711495
100,2579.8257665795663
101,16758.957362224915
102,4143.561139167248
103,1819.1673192217756
104,783.8000642860461
105,11395.424424455536
106,1272.5565390903655
107,1793.5724918290532
108,4851.14578358212
109,7305.161849723886
110,14749.209869837903
111,986.3898126902245
112,784.0373900922652
113,2246.020285344434
114,3647.4025681287385
115,1060.6224823364478
116,542.7388770052002
117,8984.25209534043
118,331.81475526275057
119,4919.921099667333
120,1614.7855365885443
121,891.3298262265897
122,2698.6973780273847
123,307.73958767570457
124,10628.519906172982
125,3348.129636026211
126,5463.752265380163
127,6158.953663057786
128,2853.7632338500375
129,4154.78349690078
130,613.4135610219275
131,6875.118187239517
132,2936.8184035741174
133,10037.743613256418
134,1573.9649898517812
135,9988.118884360256
136,3599.971930586229
137,3945.0602834899405
138,673.870222199225
139,3835.365363831775
140,6574.724051947081
141,9788.166012070156
142,3078.0433457171616
143,833.0491610106278
144,1110.9130820515413
145,6807.966824255902
146,1025.3693873227091
147,139.45132856476934
148,3146.866339062412
149,8405.019989954197
150,5807.524299165911
151,5366.05121866171
152,1445.47895519129
153,5669.208360210754
154,2231.3172844510373
155,4505.17672612273
156,6142.318064190805
157,701.6788264183145
158,10243.90635680745
159,15254.248414684625
160,1886.039709525307
161,5174.253660239789
162,11272.966047637674
163,1022.5551220293436
164,667.5802143629867
165,6288.961103268536
166,886.2305403131953
167,784.5644613082528
168,1725.0603049866982
169,3325.0053122218997
170,1278.0035238592882
171,11618.306775597832
172,1026.9741407832237
173,13249.90585939429
174,2373.483451588308
175,2783.6433102005126
176,6668.672188486093
177,909.7121080131528
178,3013.9228821944075
179,2459.3009762663555
180,6067.549181146822
181,6067.549181146822
182,3073.3374460645637
183,1204.9690289125633
184,2432.58987896574
185,1760.8835259308514
186,13209.546201819609
187,1170.7919121906496
188,1824.478307609158
189,1051.7965010537532
190,2791.343040467445
191,7603.661071308605
192,838.8667848640036
193,3998.9306969777285
194,2987.22758672147
195,7390.2712461070905
196,1964.045926819588
197,1197.248186705485
198,4745.512666366334
199,2179.2650804834366
200,979.9131039190921
201,3716.533573950852
202,882.4458635317689
203,1296.386822690268
204,2791.5324706517267
205,7757.460746956132
206,15182.563446220141
207,10183.189602787452
208,3371.7634952618155
209,833.0491610106278
210,1964.045926819588
211,9314.502145937453
212,795.4924260841461
213,6166.126212306565
214,795.4924260841461
215,1064.0841487505272
216,1660.2790677272733
217,6140.235113794631
218,769.4170116846709
219,4159.462458511711
220,10064.378920739844
221,805.55441648531
222,713.7127142099612
223,3224.5671167638684
224,4324.89914550445
225,5816.243988180728
226,2446.0528359141263
227,647.5508685957357
228,6319.530304355885
229,12121.36733565394
230,4283.145319106431
231,1609.874562488806
232,2549.537662116322
233,6297.664089535029
234,3987.732368147154
235,8992.509596091613
236,553.7964543994483
237,1090.9626611339697
238,878.4114073681021
239,13272.938682672777
240,4402.926669891848
241,1357.9837850741799
242,1549.5363103096913
243,10013.355270270446
244,784.7934607986691
245,1826.945728273049
246,7351.921397179393
247,8990.213340537808
248,6388.124704264762
249,736.0269362482684
250,3312.4122422036125
251,6436.020551845964
252,13729.935635804826
253,1170.7919121906496
254,2664.783451418537
255,5499.046287709803
256,7286.841321407646
257,1777.6815981090488
258,1825.2989919349036
259,1047.8982821599775
260,6758.765011339203
261,5144.680152284595
262,3005.054688105363
263,703.9024249473687
264,3696.4548497142337
265,3333.9503530271613
266,232.32174516541383
267,5487.936498615523
268,9491.481288073872
269,2607.8318479762083
270,6066.131742954039
271,5052.769445243006
272,1074.5984246273965
273,903.1650394592716
274,5245.697099874373
275,607.4827936325364
276,4020.295541339574
277,5631.97077931391
278,16033.91359805948
279,4923.569180543823
280,4165.11079513643
281,7277.085459056398
282,1170.8904600854232
283,2646.217825606573
284,5341.298118782576
285,4647.826854479053
286,6108.702706689112
287,4635.034287354275
288,905.5724088859338
289,2844.5919516841045
290,1281.445942790648
291,805.9811422394815
292,404.34351230366786
293,1182.7903112593012
294,4891.506069860051
295,2298.030118952427
296,1678.4240903574373
297,4641.2136522380915
298,6682.533790965474
299,1645.1796161187688
300,4817.195515412103
301,5473.781423230853
302,2084.2582082909416
303,12888.442567787026
304,1014.9431856827907
305,2773.181698091507
306,1055.2203047717787
307,929.631466467731
308,6609.186004352236
309,2190.8700669414293
310,870.8030540605592
311,907.1078243053636
312,776.3130374609
313,13972.825618312485
314,529.3800954862782
315,5312.311465861167
316,987.3995192653782
317,11526.953104321881
318,2557.619767371016
319,805.9811422394815
320,497.44466230182843
321,8520.756078712255
322,1041.6451761273904
323,7352.123963424046
324,703.9024249473687
325,5034.36531407518
326,703.9024249473687
327,4241.0624888117545
328,963.9284743632343
329,6902.6297727671
330,850.1181999480414
331,683.3240926774596
332,13786.246221036054
333,5030.197389578103
334,789.6637472216472
335,5301.380915378737
336,5789.084823851912
337,3696.4171578071855
338,2240.3198177389613
339,3620.157215879101
340,16089.082117473845
341,618.507728457895
342,1651.8833122753185
343,5630.779350008688
344,3167.001050854402
345,8385.504207925973
346,11854.991869932932
347,451.2592016352195
348,4019.2546896153813
349,4029.2962524666646
350,7075.620412122902
351,1650.3773861029272
352,1170.7919121906496
353,3586.2973905383537
354,15890.28752024554
355,1705.4113404716875
356,6927.146210856403
357,808.3686817786756
358,1615.3459944475712
359,3290.2798696757663
360,2729.2236527724535
361,3734.8057072857246
